id,cofips,P90_100,P95_100,P99_100,P995_100,P999_100,P9999_100,P90_P95,P95_P99,P99_P995,P995_P999,P999_P9999,P90,P95,P99,P995,P999,P9999,SP90_100,SP95_100,SP99_100,SP995_100,SP999_100,SP9999_100,SP90_SP95,SP95_SP99,SP99_SP995,SP995_SP999,SP999_SP9999,P0_P90,P0_P99,PCPI,nstar,taxpayers,TPTTY,cntyname,year,CPIURS_2015
102700,1,32214.00,52376,128186,179838,401347,1084171,12052,33424,76535,124460,325477,9689,15910,66310,88978,210293,699312,41,33,16,11,5,1,8,17,5,6,4,5210,6695,7910,1085366,49544,8585674,Alabama,1939,16
102800,1,41868.00,63432,143125,210358,490253,1388575,20304,43509,75892,140385,390440,14429,34893,63191,97185,246495,837691,48,36,16,12,6,2,12,20,4,6,4,5037,7363,8720,1100708,100479,9598721,Alabama,1940,16
102900,1,46943.00,73435,182321,273382,655564,1890039,20452,46214,91260,177836,518401,11031,33012,76663,115575,332278,1136667,41,32,16,12,6,2,9,16,4,6,4,7574,9785,11511,1100875,209550,12671775,Alabama,1941,15
103000,1,53178.00,78120,194124,295062,714219,2004581,28237,49119,93185,190273,570845,18758,37936,76397,121860,362731,1261727,36,26,13,10,5,1,10,13,3,5,3,10557,13008,14819,1102182,386073,16333002,Alabama,1942,13
103100,1,59088.00,83718,205264,310854,738725,2072684,34457,53332,99675,203886,590508,29569,42538,80562,131088,374319,1308766,34,24,12,9,4,1,10,12,3,5,3,13030,15741,17636,1106573,524278,19515686,Alabama,1943,13
103200,1,51021.00,78107,207764,310983,700573,1823156,23935,45693,104545,213586,575842,19757,30554,87253,131489,368328,1160683,29,22,12,9,4,1,7,10,3,5,3,13954,15741,17661,1108779,572002,19581862,Alabama,1944,12
103300,1,62568.00,86216,214842,315937,692445,1705438,38921,54060,113747,221810,579890,33884,41658,95964,142282,396144,1228775,35,24,12,9,4,1,11,12,3,5,3,13031,15996,17985,1109601,605871,19956094,Alabama,1945,12
103400,1,65083.00,92406,229615,336276,740980,2039855,37760,58104,122954,235099,596661,33369,43797,101592,164194,403552,1319697,39,27,14,10,4,1,11,14,4,6,3,11495,14704,16853,1109512,609799,18699128,Alabama,1946,11
103500,1,59008.00,82223,198167,288842,630809,1715166,35792,53237,107492,203350,510325,32411,42358,90256,141652,345864,1112760,37,25,12,9,4,1,11,13,3,5,3,11381,14305,16144,1118990,643182,18064532,Alabama,1947,10
103600,1,61565.00,85447,200839,288700,617493,1677691,37683,56598,112978,206502,499693,33117,42583,93038,143670,352697,1037884,37,26,12,9,4,1,11,14,3,5,3,11520,14663,16525,1126118,616539,18608940,Alabama,1948,9
103700,1,60503.00,82526,187103,268481,570351,1674869,38480,56382,105724,193014,447627,33894,44471,88404,136596,308221,899547,38,26,12,9,4,1,12,14,3,5,3,10753,13997,15728,1133105,610931,17821880,Alabama,1949,9
103800,1,67599.00,94161,227174,330218,724238,2122775,41037,60908,124131,231713,568844,36559,48246,99273,155975,397083,1228113,39,27,13,9,4,1,12,14,4,5,3,11911,15362,17480,1143500,634960,19987986,Alabama,1950,9
103900,1,66536.00,88309,197309,280781,584715,1539262,44762,61059,113837,204798,478654,39360,52240,93393,147076,329539,904407,35,23,10,7,3,1,12,13,3,4,2,13846,17315,19115,1144623,706228,21879922,Alabama,1951,8
104000,1,68740.00,87459,204745,290879,598037,1645915,50022,58137,118611,214090,481606,39707,41703,96486,157619,348513,1032805,35,22,10,7,3,1,13,12,3,4,2,14130,17720,19591,1145686,710102,22444740,Alabama,1952,8
104100,1,68993.00,88644,199525,280134,587626,1636884,49341,60924,118916,203261,471042,42244,44757,101737,150139,343393,975725,34,22,10,7,3,1,12,12,3,4,2,14901,18500,20310,1145872,731401,23273114,Alabama,1953,8
104200,1,70951.00,93608,211336,299057,646610,1939490,48294,64175,123616,212168,502957,41902,47157,105574,159774,356766,1059889,36,24,11,8,3,1,12,13,3,4,2,13796,17574,19512,1146986,713389,22379554,Alabama,1954,8
104300,1,80065.00,106502,250211,363963,884508,3499256,53629,70574,136458,233827,593980,46327,51058,117168,165691,405301,1360771,36,24,11,8,4,2,12,13,3,4,2,16052,20152,22453,1147946,739524,25774794,Alabama,1955,8
104400,1,83591.00,110971,248619,361971,793976,2633489,56211,76558,135267,253970,589586,48323,58163,114182,173122,420065,1337042,35,23,10,8,3,1,12,13,3,4,2,17030,21414,23686,1148754,783854,27209382,Alabama,1956,8
104500,1,83307.00,109654,228880,318464,645971,1702259,56959,79848,139295,236587,528606,51365,65838,116623,174790,393949,1029174,35,23,10,7,3,1,12,13,3,4,2,17328,21856,23926,1149681,797638,27507582,Alabama,1957,8
104600,1,85115.00,113240,240547,342445,703518,2041410,56991,81413,138649,252177,554864,50660,65578,117111,190714,410346,1050324,35,24,10,7,3,1,12,14,3,4,2,17227,21828,24016,1148773,798233,27588470,Alabama,1958,8
104700,1,91644.00,123972,265885,378047,766396,1824965,59316,88494,153723,280959,648777,53401,70317,128702,202981,457000,1281843,36,24,10,7,3,1,12,14,3,4,2,18275,23185,25612,1147607,813235,29392324,Alabama,1959,7
104800,1,91183.00,121174,252593,354022,710267,2073402,61191,88320,151164,264961,558807,53919,72391,127638,195165,428879,1099506,35,23,10,7,3,1,12,14,3,4,2,18695,23654,25943,1145182,824701,29710018,Alabama,1960,7
104900,1,91840.00,120517,241408,332458,685331,2017727,63162,90295,150358,244239,537287,57024,73266,133461,182547,399253,1100386,35,23,9,6,3,1,12,14,3,4,2,19057,24163,26335,1164785,825932,30674686,Alabama,1961,7
105000,1,94527.00,123905,248536,346051,704934,1986358,65149,92747,151021,256331,562554,58129,76171,131789,193735,416829,1194773,36,23,9,7,3,1,12,14,3,4,2,18950,24265,26508,1183255,839198,31365184,Alabama,1962,7
105100,1,99435.00,131194,272803,384119,774131,2346420,67676,95792,161486,286616,599433,59482,78666,135553,206393,452485,1236778,36,24,10,7,3,1,12,14,3,4,2,19631,25135,27612,1200790,859676,33155964,Alabama,1963,7
105200,1,107905.00,142346,299410,402703,809041,2145609,73463,103081,196118,301118,660534,66247,85479,159202,236451,473575,1190896,36,24,10,7,3,1,12,14,3,4,2,20881,26858,29583,1217927,893421,36030112,Alabama,1964,7
105300,1,113953.00,150170,320964,452090,928058,4430591,77736,107472,189837,333098,538888,68628,83619,170419,263356,518819,4081300,36,24,10,7,3,1,12,14,3,4,2,22100,28359,31285,1233549,944652,38591556,Alabama,1965,7
105400,1,116945.00,155344,330361,465241,1018981,3844020,78546,111590,195480,326806,705087,69866,87565,169828,243462,467723,1758906,36,24,10,7,3,1,12,14,3,4,2,22767,29173,32185,1248134,972651,40171344,Alabama,1966,7
105500,1,118058.00,157227,329923,478637,1027647,3489267,78888,114053,181208,341385,754133,71347,90401,173016,259984,526176,1768674,36,24,10,7,3,1,12,14,3,4,2,23519,29973,32972,1262006,984745,41611372,Alabama,1967,7
105600,1,123258.00,165092,350902,498124,1082780,3546243,81423,118640,203680,351960,809061,73335,95804,172938,251624,577714,1962135,36,24,10,7,3,1,12,14,3,4,2,24431,31116,34314,1274831,1021302,43744240,Alabama,1968,6
105700,1,121952.00,161780,335371,471013,1010152,3234981,82124,118382,199729,336228,762949,73016,96926,173249,262579,544793,1783133,35,23,10,7,3,1,12,14,3,4,2,25132,31778,34814,1287462,1054293,44822048,Alabama,1969,6
105800,1,120251.00,156754,311971,438561,860288,2602115,83747,117949,185381,333129,666752,74982,97574,158570,255042,483005,1513782,35,23,9,6,2,1,12,14,3,4,2,25041,31760,34562,1302613,1029512,45020404,Alabama,1970,6
105900,1,127152.00,167098,340933,467489,936514,2558786,87206,123639,214376,350233,756262,79358,97371,184237,266348,568068,1617263,36,24,10,7,3,1,12,14,3,4,2,25286,32387,35473,1335006,1051417,47356368,Alabama,1971,5
106000,1,134139.00,176753,364324,516247,1096189,3484915,91524,129861,212400,371262,830775,81633,104889,189841,283161,602264,1851375,36,24,10,7,3,1,12,14,3,4,2,26879,34305,37605,1365651,1104584,51355556,Alabama,1972,5
106100,1,135832.00,179675,369400,508222,1027438,3064262,91989,132243,230577,378418,801125,82768,108487,201960,279739,591862,1755766,35,23,10,7,3,1,12,14,3,4,2,27648,35124,38466,1395471,1165240,53678688,Alabama,1973,5
106200,1,131313.00,172381,325491,430190,824583,2175620,90246,134103,220792,331592,674467,80295,105935,196448,261943,498706,1047776,35,23,9,6,2,1,12,14,3,4,2,26767,34310,37222,1425464,1200748,53058520,Alabama,1974,4
106300,1,129058.00,169668,344892,479872,986017,2897896,88448,125861,209913,353336,773586,79293,101066,182028,254582,557753,1556023,36,24,10,7,3,1,12,14,3,4,2,25413,32655,35777,1457263,1190083,52137232,Alabama,1975,4
106400,1,134207.00,175471,350890,481883,966150,2866477,92942,131616,219896,360816,755002,83254,109708,189904,283770,514421,1215747,36,23,9,6,3,1,12,14,3,4,2,27018,34574,37737,1489350,1259907,56203120,Alabama,1976,4
106500,1,134651.00,175444,356590,495059,1018701,3152572,93857,130158,218121,364148,781605,84315,105172,189781,279599,542013,1443737,35,23,9,7,3,1,12,14,3,4,2,27333,34847,38065,1523113,1280870,57976748,Alabama,1977,4
106600,1,134603.00,173667,342768,472421,908786,2247697,95540,131391,213115,363329,760018,85868,111509,186248,278245,551072,1486655,34,22,9,6,2,1,12,13,3,4,2,28398,35951,39019,1558598,1313202,60814876,Alabama,1978,3
106700,1,136255.00,177301,363928,503285,1075568,3187550,95208,130644,224570,360215,840903,85497,111878,192266,278110,586696,1955911,36,23,9,7,3,1,12,14,3,4,2,27478,35067,38355,1621103,1372550,62178020,Alabama,1979,3
106800,1,135918.00,173013,364145,507331,1117080,3544236,98824,125230,220958,354894,847396,84289,94356,192802,269297,584265,1878296,36,23,10,7,3,1,13,13,3,4,2,26332,33989,37291,1631593,1397132,60843644,Alabama,1980,3
106900,1,129058.00,164742,341234,473492,1020995,3040450,93374,120619,208976,336616,796612,82392,98544,183432,258584,574259,1858750,36,23,9,7,3,1,13,13,3,4,2,26023,33247,36327,1671856,1400772,60732896,Alabama,1981,3
107000,1,124668.00,177359,357266,525699,1311297,4848341,71976,132382,188834,329300,918292,61940,88373,161180,238284,604341,2464733,35,25,10,7,4,1,10,15,3,4,2,25315,31998,35251,1695692,1357949,59774108,Alabama,1982,2
107100,1,134064.00,181358,371295,509292,1080644,3061886,86771,133873,233298,366454,860506,76593,104011,205934,284715,622506,1848049,36,24,10,7,3,1,12,14,3,4,2,26965,34305,37675,1695692,1422165,61269312,Alabama,1983,2
107200,1,135650.00,183346,369906,499756,992319,1994660,87953,136706,240056,376615,880948,77525,105889,211593,291723,634744,1949202,36,25,10,7,3,1,12,15,3,4,2,26262,33840,37201,1724019,1466037,64135052,Alabama,1984,2
107300,1,142400.00,191334,383135,513203,996919,1921359,93466,143384,253066,392274,894204,82683,111910,223872,306174,650800,1967082,37,25,10,7,3,1,12,15,3,4,2,26390,34505,37991,1778409,1502320,67563208,Alabama,1985,2
107400,1,161538.00,224760,498885,705754,1595171,4650161,98315,156229,292016,483400,1255728,86405,120271,256641,372148,897481,2743872,40,28,12,9,4,1,12,15,4,5,3,27123,35935,40564,1819445,1537065,73804032,Alabama,1986,2
107500,1,149525.00,198818,385277,512289,992734,2557948,100233,152203,258266,392177,818821,88062,117092,226906,301708,584661,1506481,39,26,10,7,3,1,13,16,3,4,2,26199,35029,38531,1856982,1583884,71551976,Alabama,1987,2
107600,1,160944.00,219905,453937,620234,1280313,3611078,101983,161397,287640,455214,1021339,88468,120877,249520,340930,703762,1984935,40,27,11,8,3,1,13,16,4,5,2,26915,36140,40318,1892657,1624169,76308040,Alabama,1988,2
107700,1,159144.00,215756,437379,592966,1202055,3303630,102532,160350,281791,440694,968547,89269,121025,245340,332614,674273,1853115,40,27,11,7,3,1,13,16,4,4,2,26616,35853,39869,1938993,1670001,77304912,Alabama,1989,2
107800,1,158215.00,214032,499292,750381,1907279,7244817,102398,142717,248202,461157,1314219,89683,107907,221419,315450,801795,3045625,40,27,12,9,5,2,13,14,3,5,3,26840,35338,39978,1932471,1711765,77256008,Alabama,1990,2
107900,1,158493.00,214858,498434,735963,1819019,6638449,102129,143964,260906,465199,1283527,90100,111434,218200,322183,796313,2906118,39,27,12,9,5,2,13,14,3,5,3,27235,35734,40361,1918872,1747049,77448048,Alabama,1991,2
108000,1,166432.00,229639,551036,829394,2143343,8336881,103224,149290,272677,500907,1455172,91414,115843,225973,340125,878959,3418855,41,28,13,10,5,2,13,15,3,5,3,26871,35674,40827,1951672,1745034,79681568,Alabama,1992,2
108100,1,163993.00,225236,525815,777698,1929686,7081745,102750,150091,273933,489700,1357235,90567,116984,228912,338568,840082,3083012,41,28,13,10,5,2,13,15,3,5,3,26355,35213,40119,1994947,1760213,80034592,Alabama,1993,2
108200,1,170042.00,235485,563976,843761,2150113,8197131,104598,153362,284191,517173,1478222,92047,120793,236193,353367,900466,3432954,42,29,14,10,5,2,13,15,3,5,3,26508,35577,40861,2021779,1782861,82611832,Alabama,1994,2
108300,1,178048.00,250714,614113,924945,2393938,9332069,105383,159865,303280,557697,1623035,90133,126918,251255,378427,979444,3818076,42,29,14,11,6,2,12,15,4,5,3,27671,36937,42709,2012991,1817306,85972744,Alabama,1995,2
108400,1,182484.00,257690,635690,955550,2461806,9533716,107278,163190,315830,578986,1676038,91632,129395,261899,393679,1014243,3927811,42,30,15,11,6,2,12,15,4,5,3,27788,37274,43258,2048678,1843993,88621472,Alabama,1996,2
108500,1,193212.00,274114,688724,1045408,2642798,9931627,112311,170461,332039,646060,1832928,95943,124050,278861,445208,1123304,4221374,42,30,15,11,6,2,12,15,4,6,4,29537,39412,45905,2044165,1864029,93836968,Alabama,1997,1
108600,1,200741.00,286624,730032,1113080,2933776,12015088,114859,175772,346985,657906,1924741,98921,129195,286070,445391,1137425,4658249,42,30,15,12,6,3,12,15,4,6,4,30784,40888,47780,2096183,1879778,100155184,Alabama,1998,1
108700,1,208157.00,298650,763176,1164578,3102633,12813819,117664,182518,361775,680064,2023612,102172,135411,298238,456136,1191572,4921170,42,30,15,12,6,3,12,15,4,6,4,31751,42181,49391,2100085,1898392,103725800,Alabama,1999,1
108800,1,207782.00,296967,748149,1135675,2974712,12038644,118597,184171,360622,675916,1967609,103714,138497,299449,459980,1168668,4729591,42,30,15,11,6,2,12,15,4,5,4,32499,42976,50028,2081436,1904150,104129440,Alabama,2000,1
108900,1,194625.00,273272,660041,985556,2472542,9305507,115978,176580,334527,613809,1713324,101681,134984,280380,422129,1049356,3949292,42,30,14,11,5,2,13,15,4,5,3,29778,40063,46263,2118860,1892976,98024904,Alabama,2001,1
109000,1,190992.00,267323,639625,950520,2384605,8890124,114661,174247,328729,591999,1661770,100754,133320,274085,407306,1021824,3809495,43,30,14,11,5,2,13,16,4,5,3,28155,38426,44438,2139108,1882572,95058568,Alabama,2002,1
109100,1,192805.00,270605,652046,971482,2451838,9219461,115006,175245,332610,601393,1699880,100956,134724,276980,412672,1041507,3916300,43,31,15,11,6,2,13,16,4,5,3,27831,38190,44328,2181025,1883765,96681304,Alabama,2003,1
109200,1,208513.00,298961,764451,1164737,3096407,12541985,118064,182588,364165,681820,2046898,103618,140975,300041,457150,1215314,4922626,43,31,16,12,6,3,12,15,4,6,4,30259,40849,48085,2186312,1910403,105127944,Alabama,2004,1
109300,1,224043.00,328402,889574,1384004,3862285,16768983,119684,188109,395143,764434,2428207,104729,145539,322326,501477,1399451,6076033,45,33,18,14,8,3,12,15,4,6,4,30136,41041,49527,2249106,1955914,111390376,Alabama,2005,1
109400,1,231321.00,342120,947305,1485057,4218004,18781230,120522,190823,409554,801821,2599868,100716,148957,332867,521824,1482135,6599405,48,35,19,15,9,4,12,16,4,7,5,28281,39507,48585,2364698,2028820,114889776,Alabama,2006,1
109500,1,234690.00,338312,941763,1463630,4074328,17626671,131068,187449,419897,810955,2568512,105041,123107,342694,532594,1482590,6414093,46,33,19,14,8,3,13,15,4,6,5,30311,41749,50749,2356317,2353773,119581376,Alabama,2007,1
109600,1,213383.00,298414,787080,1195144,3152253,12624756,128352,176247,379017,705867,2099753,103221,118589,312784,474948,1252699,5017054,46,32,17,13,7,3,14,15,4,6,4,27823,38897,46379,2341858,2076195,108612344,Alabama,2008,1
109700,1,198509.00,277713,671685,996596,2491089,9238748,119306,179219,346774,622972,1741350,102354,143193,289346,429310,1073102,3979833,45,32,15,11,6,2,14,16,4,6,4,26609,37457,43799,2337251,2048831,102369784,Alabama,2009,1
109800,1,205122.00,281218,741604,1162210,3442025,17433275,129027,166121,320999,592257,1887442,101375,111784,294787,391841,1016895,5150401,47,32,17,13,8,4,15,15,4,5,4,26099,36955,44002,2415798,2102251,106299304,Alabama,2010,1
109900,1,200837.00,276158,700893,1092195,3121649,14840339,125516,169974,309591,584831,1819572,100574,115126,252347,393229,1008106,4792543,47,32,16,13,7,3,15,16,4,5,4,25166,36085,42733,2420116,2091528,103418088,Alabama,2011,1
110000,1,209338.00,294008,776152,1208309,3400590,15246463,124668,173472,343995,660239,2084382,100969,118112,280518,436709,1184715,5311642,47,33,18,14,8,3,14,16,4,6,4,25730,36696,44090,2442940,2050890,107710016,Alabama,2012,1
110100,1,198577.00,274553,665886,990682,2503622,9560387,122602,176719,341091,612447,1719537,101920,125201,284236,422877,1046747,3997133,45,31,15,11,6,2,14,16,4,6,3,27315,38164,44441,2385721,2048730,106023360,Alabama,2013,1
110200,1,202150.00,281574,692747,1042120,2713604,10813065,122727,178780,343375,624249,1813664,101887,125780,284636,428186,1084350,4320876,46,32,16,12,6,2,14,16,4,6,4,25864,36935,43493,2519216,2046560,109567760,Alabama,2014,1
110300,1,210520.00,296246,743644,1127043,2985487,12196118,124795,184396,360246,662432,1962084,103931,129230,297564,450978,1160738,4741772,46,32,16,12,7,3,14,16,4,6,4,27318,38587,45638,2519216,2053780,114971504,Alabama,2015,1
200500,2,55912.00,74745,151653,214551,506776,1888830,37078,55518,88756,141495,353215,32520,43187,81028,105470,217012,1147028,10,7,3,2,1,0,3,4,1,1,1,54822,53954,54931,25904,4570,1422957,Alaska,1917,17
200600,2,45826.00,58362,82214,125067,307846,891419,33289,52399,39360,79372,243005,34114,43774,32454,49370,143289,545750,9,6,2,1,1,0,3,4,0,1,0,52606,51622,51928,25941,7606,1347068,Alaska,1918,14
200700,2,43863.00,50732,64474,95807,214164,512823,36993,47297,33142,66217,180980,34844,40265,27634,41063,112326,407769,8,5,1,1,0,0,4,4,0,1,0,52747,51731,51858,26320,9427,1364926,Alaska,1919,13
200800,2,37091.00,40476,57501,79743,155830,371389,33707,36220,35259,60721,131879,32620,35498,30374,42122,95735,226461,8,4,1,1,0,0,4,3,0,1,0,47285,46152,46266,26861,9899,1242738,Alaska,1920,11
200900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaska,1921,12
201000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaska,1922,13
201100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaska,1923,13
201200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaska,1924,13
201300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaska,1925,12
